SimStep,Vol,Pseudo,L,R,RL,P,pP
4.68,1,1,0,1.653491443,0.346508557,4.365450832,3.634549168
4.69,1,1,0,1.656956528,0.343043472,4.383727342,3.616272658
4.7,1,1,0,1.660386963,0.339613037,4.401986979,3.598013021
4.71,1,1,0,1.663783093,0.336216907,4.42022904,3.57977096
4.72,1,1,0,1.667145262,0.332854738,4.438452825,3.561547175
4.73,1,1,0,1.67047381,0.32952619,4.456657637,3.543342363
4.74,1,1,0,1.673769072,0.326230928,4.474842783,3.525157217
4.75,1,1,0,1.677031381,0.322968619,4.493007573,3.506992427
4.76,1,1,0,1.680261067,0.319738933,4.511151318,3.488848682
4.77,1,1,0,1.683458456,0.316541544,4.529273336,3.470726664
4.78,1,1,0,1.686623872,0.313376128,4.547372946,3.452627054
4.79,1,1,0,1.689757633,0.310242367,4.56544947,3.43455053
4.8,1,1,0,1.692860057,0.307139943,4.583502235,3.416497765
4.81,1,1,0,1.695931456,0.304068544,4.601530571,3.398469429
4.82,1,1,0,1.698972142,0.301027858,4.619533812,3.380466188
4.83,1,1,0,1.70198242,0.29801758,4.637511295,3.362488705
4.84,1,1,0,1.704962596,0.295037404,4.655462363,3.344537637
4.85,1,1,0,1.70791297,0.29208703,4.67338636,3.32661364
4.86,1,1,0,1.71083384,0.28916616,4.691282637,3.308717363
4.87,1,1,0,1.713725502,0.286274498,4.709150547,3.290849453
4.88,1,1,0,1.716588247,0.283411753,4.726989448,3.273010552
4.89,1,1,0,1.719422364,0.280577636,4.744798702,3.255201298
4.9,1,1,0,1.722228141,0.277771859,4.762577677,3.237422323
4.91,1,1,0,1.725005859,0.274994141,4.780325743,3.219674257
4.92,1,1,0,1.727755801,0.272244199,4.798042277,3.201957723
4.93,1,1,0,1.730478243,0.269521757,4.815726658,3.184273342
4.94,1,1,0,1.73317346,0.26682654,4.833378272,3.166621728
4.95,1,1,0,1.735841726,0.264158274,4.850996508,3.149003492
4.96,1,1,0,1.738483309,0.261516692,4.86858076,3.13141924
4.97,1,1,0,1.741098475,0.258901525,4.88613043,3.11386957
4.98,1,1,0,1.743687491,0.256312509,4.90364492,3.09635508
4.99,1,1,0,1.746250616,0.253749384,4.92112364,3.07887636
5,1,1,0,1.74878811,0.25121189,4.938566005,3.061433995
5.01,1,1,0,1.751300229,0.248699772,4.955971435,3.044028565
5.02,1,1,0,1.753787226,0.246212774,4.973339354,3.026660646
5.03,1,1,0,1.756249354,0.243750646,4.990669193,3.009330807
5.04,1,1,0,1.75868686,0.24131314,5.007960387,2.992039613
5.05,1,1,0,1.761099992,0.238900008,5.025212377,2.974787623
5.06,1,1,0,1.763488992,0.236511008,5.042424609,2.957575391
5.07,1,1,0,1.765854102,0.234145898,5.059596535,2.940403465
5.08,1,1,0,1.768195561,0.231804439,5.076727612,2.923272388
5.09,1,1,0,1.770513605,0.229486395,5.093817304,2.906182696
5.1,1,1,0,1.772808469,0.227191531,5.110865079,2.889134921
5.11,1,1,0,1.775080385,0.224919615,5.127870411,2.872129589
5.12,1,1,0,1.777329581,0.222670419,5.14483278,2.85516722
5.13,1,1,0,1.779556285,0.220443715,5.161751672,2.838248328
5.14,1,1,0,1.781760722,0.218239278,5.178626579,2.821373421
5.15,1,1,0,1.783943115,0.216056885,5.195456998,2.804543002
5.16,1,1,0,1.786103684,0.213896316,5.212242433,2.787757567
5.17,1,1,0,1.788242647,0.211757353,5.228982393,2.771017607
5.18,1,1,0,1.79036022,0.20963978,5.245676393,2.754323607
5.19,1,1,0,1.792456618,0.207543382,5.262323954,2.737676046
5.2,1,1,0,1.794532052,0.205467948,5.278924605,2.721075395
5.21,1,1,0,1.796586732,0.203413269,5.295477879,2.704522121
5.22,1,1,0,1.798620864,0.201379136,5.311983315,2.688016685
5.23,1,1,0,1.800634656,0.199365344,5.328440459,2.671559541
5.24,1,1,0,1.802628309,0.197371691,5.344848863,2.655151137
5.25,1,1,0,1.804602026,0.195397974,5.361208085,2.638791915
5.26,1,1,0,1.806556006,0.193443994,5.377517691,2.622482309
5.27,1,1,0,1.808490446,0.191509554,5.39377725,2.60622275
5.28,1,1,0,1.810405541,0.189594459,5.40998634,2.59001366
5.29,1,1,0,1.812301486,0.187698514,5.426144544,2.573855456
5.3,1,1,0,1.814178471,0.185821529,5.442251451,2.557748549
5.31,1,1,0,1.816036686,0.183963314,5.458306659,2.541693341
5.32,1,1,0,1.817876319,0.182123681,5.474309768,2.525690232
5.33,1,1,0,1.819697556,0.180302444,5.490260388,2.509739612
5.34,1,1,0,1.821500581,0.178499419,5.506158135,2.493841865
5.35,1,1,0,1.823285575,0.176714425,5.522002629,2.477997371
5.36,1,1,0,1.825052719,0.174947281,5.537793499,2.462206501
5.37,1,1,0,1.826802192,0.173197808,5.553530379,2.446469621
5.38,1,1,0,1.82853417,0.17146583,5.56921291,2.43078709
5.39,1,1,0,1.830248828,0.169751172,5.58484074,2.41515926
5.4,1,1,0,1.83194634,0.16805366,5.600413522,2.399586478
5.41,1,1,0,1.833626877,0.166373124,5.615930917,2.384069083
5.42,1,1,0,1.835290608,0.164709392,5.631392592,2.368607408
5.43,1,1,0,1.836937702,0.163062298,5.646798219,2.353201781
5.44,1,1,0,1.838568325,0.161431675,5.662147478,2.337852522
5.45,1,1,0,1.840182641,0.159817359,5.677440057,2.322559943
5.46,1,1,0,1.841780815,0.158219185,5.692675647,2.307324353
5.47,1,1,0,1.843363007,0.156636993,5.707853947,2.292146053
5.48,1,1,0,1.844929377,0.155070623,5.722974664,2.277025336
5.49,1,1,0,1.846480083,0.153519917,5.738037509,2.261962491
5.5,1,1,0,1.848015282,0.151984718,5.753042202,2.246957798
5.51,1,1,0,1.849535129,0.150464871,5.767988466,2.232011534
5.52,1,1,0,1.851039778,0.148960222,5.782876033,2.217123967
5.53,1,1,0,1.85252938,0.14747062,5.797704643,2.202295357
5.54,1,1,0,1.854004086,0.145995914,5.812474038,2.187525962
5.55,1,1,0,1.855464046,0.144535954,5.827183969,2.172816031
5.56,1,1,0,1.856909405,0.143090595,5.841834194,2.158165806
5.57,1,1,0,1.858340311,0.141659689,5.856424477,2.143575523
5.58,1,1,0,1.859756908,0.140243092,5.870954586,2.129045414
5.59,1,1,0,1.861159339,0.138840661,5.885424299,2.114575701
5.6,1,1,0,1.862547746,0.137452255,5.899833398,2.100166602
5.61,1,1,0,1.863922268,0.136077732,5.914181672,2.085818328
5.62,1,1,0,1.865283045,0.134716955,5.928468916,2.071531084
5.63,1,1,0,1.866630215,0.133369785,5.942694932,2.057305068
5.64,1,1,0,1.867963913,0.132036087,5.956859527,2.043140473
5.65,1,1,0,1.869284274,0.130715726,5.970962516,2.029037484
5.66,1,1,0,1.870591431,0.129408569,5.985003719,2.014996281
5.67,1,1,0,1.871885517,0.128114483,5.998982961,2.001017039
5.68,1,1,0,1.873166661,0.126833339,6.012900076,1.987099924
5.69,1,1,0,1.874434995,0.125565005,6.026754902,1.973245098
5.7,1,1,0,1.875690645,0.124309355,6.040547285,1.959452715
